source,proposed_target,status,artifact_type,ownership,ownership_confidence,ownership_score,ownership_evidence,lifecycle,old_manifest_module,old_manifest_target,dynamic_loader,sys_path_mutation,parent_depth_indices,path_depth_risk,ci_reference,documentation_references,verification_required,notes
04_Testing/test_verify_xauusd_portable_331_c04_full_train_model_artifact.py,04_Testing/test_verify_xauusd_portable_331_c04_full_train_model_artifact.py,REVIEW_REQUIRED,pytest_test,unresolved,LOW,0,,HISTORICAL_FROZEN,research.portable_331.train,04_Testing/research/portable_331/train/test_verify_xauusd_portable_331_c04_full_train_model_artifact.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_volatility_features.py,04_Testing/integration/test_volatility_features.py,REVIEW_REQUIRED,pytest_test,multi_domain,MEDIUM,330,Features=330[300:dynamic-module:02_AI.Features.volatility_features;30:filename-heuristic] | Dataset=300[300:dynamic-module:02_AI.Dataset.data_fetcher],ACTIVE_REGRESSION,runtime.market_intelligence,04_Testing/runtime/market_intelligence/test_volatility_features.py,YES,YES,1,HIGH,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;repo_root_semantics;dynamic_loader_semantics,multiple strong source domains
04_Testing/test_xauusd_hierarchical_model_v4_trainer.py,04_Testing/integration/test_xauusd_hierarchical_model_v4_trainer.py,REVIEW_REQUIRED,pytest_test,multi_domain,MEDIUM,330,Models=330[300:dynamic-module:02_AI.Models.xauusd_hierarchical_model_v4_trainer;30:filename-heuristic] | Common=300[300:dynamic-module:02_AI.Common.instrument_context] | Dataset=300[300:dynamic-module:02_AI.Dataset.training_matrix_builder],HISTORICAL,research.legacy_ml,04_Testing/research/legacy_ml/test_xauusd_hierarchical_model_v4_trainer.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,multiple strong source domains
04_Testing/test_xauusd_portable_331_authorized_test_source.py,04_Testing/test_xauusd_portable_331_authorized_test_source.py,FROZEN_STAY,pytest_test,frozen_compatibility,FROZEN,0,,FROZEN_HOLDOUT,research.portable_331.holdout,04_Testing/test_xauusd_portable_331_authorized_test_source.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_xauusd_portable_331_authorized_validation_source.py,04_Testing/test_xauusd_portable_331_authorized_validation_source.py,FROZEN_STAY,pytest_test,frozen_compatibility,FROZEN,0,,FROZEN_HOLDOUT,research.portable_331.holdout,04_Testing/test_xauusd_portable_331_authorized_validation_source.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_xauusd_portable_331_candidate_evaluator_runtime_import.py,04_Testing/test_xauusd_portable_331_candidate_evaluator_runtime_import.py,REVIEW_REQUIRED,pytest_test,unresolved,LOW,0,,HISTORICAL_FROZEN,research.portable_331.train,04_Testing/research/portable_331/train/test_xauusd_portable_331_candidate_evaluator_runtime_import.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_xauusd_portable_331_one_time_test_core.py,04_Testing/test_xauusd_portable_331_one_time_test_core.py,FROZEN_STAY,pytest_test,frozen_compatibility,FROZEN,0,,FROZEN_HOLDOUT,research.portable_331.holdout,04_Testing/test_xauusd_portable_331_one_time_test_core.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_xauusd_portable_331_one_time_validation_core.py,04_Testing/test_xauusd_portable_331_one_time_validation_core.py,FROZEN_STAY,pytest_test,frozen_compatibility,FROZEN,0,,FROZEN_HOLDOUT,research.portable_331.holdout,04_Testing/test_xauusd_portable_331_one_time_validation_core.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_xauusd_portable_331_training_input_loader.py,04_Testing/ai/dataset/test_xauusd_portable_331_training_input_loader.py,READY,pytest_test,Dataset,HIGH,300,Dataset=300[300:dynamic-module:02_AI.Dataset.portable_331_training_input_loader],HISTORICAL_FROZEN,research.portable_331.train,04_Testing/research/portable_331/train/test_xauusd_portable_331_training_input_loader.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/test_xauusd_portable_training_feature_projector.py,04_Testing/ai/dataset/test_xauusd_portable_training_feature_projector.py,READY,pytest_test,Dataset,HIGH,300,Dataset=300[300:dynamic-module:02_AI.Dataset.portable_training_feature_projector],ACTIVE_REGRESSION,runtime.misc,04_Testing/runtime/misc/test_xauusd_portable_training_feature_projector.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;dynamic_loader_semantics,
04_Testing/train_xauusd_hierarchical_model_v4.py,04_Testing/research/legacy_ml/train_xauusd_hierarchical_model_v4.py,REVIEW_REQUIRED,operation_or_research,research.legacy_ml,MEDIUM,300,Models=300[300:dynamic-module:02_AI.Models.xauusd_hierarchical_model_v4_trainer],HISTORICAL,research.legacy_ml,04_Testing/research/legacy_ml/train_xauusd_hierarchical_model_v4.py,YES,YES,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/train_xauusd_model_v1.py,04_Testing/research/legacy_ml/train_xauusd_model_v1.py,REVIEW_REQUIRED,operation_or_research,research.legacy_ml,MEDIUM,300,Models=300[300:dynamic-module:02_AI.Models.xauusd_model_trainer],HISTORICAL,research.legacy_ml,04_Testing/research/legacy_ml/train_xauusd_model_v1.py,YES,YES,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/train_xauusd_model_v2.py,04_Testing/research/legacy_ml/train_xauusd_model_v2.py,REVIEW_REQUIRED,operation_or_research,research.legacy_ml,MEDIUM,300,Models=300[300:dynamic-module:02_AI.Models.xauusd_model_v2_trainer],HISTORICAL,research.legacy_ml,04_Testing/research/legacy_ml/train_xauusd_model_v2.py,YES,YES,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/train_xauusd_model_v3.py,04_Testing/research/legacy_ml/train_xauusd_model_v3.py,REVIEW_REQUIRED,operation_or_research,research.legacy_ml,MEDIUM,300,Models=300[300:dynamic-module:02_AI.Models.xauusd_model_v3_trainer],HISTORICAL,research.legacy_ml,04_Testing/research/legacy_ml/train_xauusd_model_v3.py,YES,YES,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/tune_xauusd_hierarchical_model_v4_stage_b.py,04_Testing/research/legacy_ml/tune_xauusd_hierarchical_model_v4_stage_b.py,REVIEW_REQUIRED,operation_or_research,research.legacy_ml,MEDIUM,300,Models=300[300:dynamic-module:02_AI.Models.xauusd_hierarchical_model_v4_trainer],HISTORICAL,research.legacy_ml,04_Testing/research/legacy_ml/tune_xauusd_hierarchical_model_v4_stage_b.py,YES,YES,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;dynamic_loader_semantics,"old research classification retained as evidence, not authority"
04_Testing/verify_xauusd_portable_331_c04_full_train_model_artifact.py,04_Testing/research/portable_331/train/verify_xauusd_portable_331_c04_full_train_model_artifact.py,REVIEW_REQUIRED,operation_or_research,research.portable_331.train,MEDIUM,0,,HISTORICAL_FROZEN,research.portable_331.train,04_Testing/research/portable_331/train/verify_xauusd_portable_331_c04_full_train_model_artifact.py,NO,NO,1,HIGH,NO,05_Documentation/Developer_Guide.md;05_Documentation/Module_List.md,ast_parse;py_compile;stale_path_scan;frozen_hash_check;documentation_update;repo_root_semantics,"old research classification retained as evidence, not authority"
04_Testing/xauusd_portable_331_authorized_test_source.py,04_Testing/xauusd_portable_331_authorized_test_source.py,FROZEN_STAY,operation_or_research,frozen_compatibility,FROZEN,0,,FROZEN_HOLDOUT,research.portable_331.holdout,04_Testing/xauusd_portable_331_authorized_test_source.py,YES,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check;dynamic_loader_semantics,
04_Testing/xauusd_portable_331_authorized_validation_source.py,04_Testing/xauusd_portable_331_authorized_validation_source.py,FROZEN_STAY,operation_or_research,frozen_compatibility,FROZEN,220,Dataset=220[220:source-file-string:portable_331_training_input_loader.py] | Common=120[120:module-from:types],FROZEN_HOLDOUT,research.portable_331.holdout,04_Testing/xauusd_portable_331_authorized_validation_source.py,YES,NO,1,HIGH,NO,05_Documentation/Architecture.md;05_Documentation/Developer_Guide.md;05_Documentation/Module_List.md,ast_parse;py_compile;stale_path_scan;frozen_hash_check;documentation_update;repo_root_semantics;dynamic_loader_semantics,
04_Testing/xauusd_portable_331_one_time_test_core.py,04_Testing/xauusd_portable_331_one_time_test_core.py,FROZEN_STAY,operation_or_research,frozen_compatibility,FROZEN,0,,FROZEN_HOLDOUT,research.portable_331.holdout,04_Testing/xauusd_portable_331_one_time_test_core.py,NO,NO,,NONE,NO,,ast_parse;py_compile;stale_path_scan;frozen_hash_check,
04_Testing/xauusd_portable_331_one_time_validation_core.py,04_Testing/xauusd_portable_331_one_time_validation_core.py,FROZEN_STAY,operation_or_research,frozen_compatibility,FROZEN,120,Common=120[120:module-from:types],FROZEN_HOLDOUT,research.portable_331.holdout,04_Testing/xauusd_portable_331_one_time_validation_core.py,YES,NO,1,HIGH,NO,05_Documentation/Developer_Guide.md;05_Documentation/Module_List.md,ast_parse;py_compile;stale_path_scan;frozen_hash_check;documentation_update;repo_root_semantics;dynamic_loader_semantics,
test_logger.py,test_logger.py,REVIEW_REQUIRED,pytest_test,Utils,MEDIUM,330,Utils=330[300:dynamic-module:02_AI.Utils.logger;30:filename-heuristic],NORMAL,,,YES,YES,,NONE,NO,05_Documentation/Module_List.md,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;documentation_update;dynamic_loader_semantics,root test-named file; pytest_functions=0
test_settings.py,test_settings.py,REVIEW_REQUIRED,pytest_test,Config,MEDIUM,330,Config=330[300:dynamic-module:02_AI.Config.settings;30:filename-heuristic],NORMAL,,,YES,YES,,NONE,NO,05_Documentation/Module_List.md,ast_parse;py_compile;stale_path_scan;frozen_hash_check;focused_pytest;documentation_update;dynamic_loader_semantics,root test-named file; pytest_functions=0
